clean_text,main_label,sub_label
 Prepared the unit test case document and documented unit test results.,content,experience
 Analyzed and prepared functional requirement and technical design documents for projects.,content,experience
 Developed code changes and reviewed test cases.,content,experience
 Developed REXX utilities to automate daily process.,content,experience
" Provided SIT, UAT batch support and implementation support.",content,experience
 Trained new rookies on REXX and conducted knowledge sharing sessions with in team.,content,experience
Aug ’13 – May ‘15 Developer/L3 Support Wipro Technologies,content,experience
"Client : Citi Bank Credit Cards, Japan",content,experience
"Project : Enhanced Authorization System, Product Launch Tool",content,experience
"Technologies: COBOL, CICS, JCL, Easytrieve, REXX",content,experience
Client Description:,header,experience
"Citibank, N. A. is the consumer banking arm of financial services giant Citigroup. It is one of the largest financial",content,experience
services firms known to the world. Citibank has more than 200 million customer accounts and does business in,content,experience
"more than 150 countries. It offers deposits, loans, investment banking, brokerage, wealth management, and",content,experience
other financial services.,content,experience
Project Description:,header,project
EAS – Japan various projects are involved. Most projects are JP specific and main projects are Bonus Payment,content,experience
"Restriction, fix for 2014 Audit findings, Bureau hand off update and fixes for production incidents. We have",content,experience
3,content,experience
"provided SIT, UAT batch support for these projects and L3 support for Japan. As part of batch support, our",content,experience
scope is to provide temporary or permanent resolution to EAS job abends. As part of product launching tool,content,experience
"project, developed REXX tools and the tools helped in reducing manual efforts for parameters extraction.",content,experience
Responsibilities,header,experience
 Understood the requirements from the requirement specification documents and converting them into the,content,experience
deliverables.,content,experience
 Analyzed and prepared functional requirement and technical design documents based on BRD.,content,experience
" Provided code changes and prepared Unit test plan, TD and necessary documents.",content,experience
 Production implementation and L3 support.,content,experience
 Handling EAS batch support which includes problem determination and problem resolution.,content,experience
 Documented test results and storing all documents in the project documentation repository.,content,experience
 Participated in Daily and weekly status calls and presented operational status to client.,content,experience
 Developed REXX tools for product launch tool.,content,experience
Trainings,content,experience
 Mainframe application programming: This was 60 days of training program which imparts grueling training on,content,experience
"mainframe to understand basic programming. Key concepts were Mainframe, MVS/390, TSO/ISPF, COBOL,",content,experience
"JCL, CICS, VSAM and DB2.",content,experience
 Vision Plus learning program: This was one month training program which introduces the basic understanding,content,experience
"of Vision Plus system, its various subsystems and basic concepts of credit card industry. Key concepts were",content,experience
"use of routines, concepts of credit card processing, master files used in CMS etc.",content,experience
CURRICULAM VITAE,header,others
CURRICULAM VITAE,header,others
Name,header,others
Laxminarayan Shetty,meta,others
Address:-,meta,others
Mumbai (Permanent),meta,others
"Prafulla CHS., M.H.B.Colony,",meta,others
"40/2994, Abhyuday – Nagar,",meta,others
"Cotton Green Station (W),",meta,others
Mumbai – 400 033.,meta,others
( R ):- 0222470 7224,meta,others
( M ):- 09324531717,meta,others
Email:- lpshetty4u@rediffmail.com,meta,others
Bangalore (Native Place),meta,others
"No.31, 6th Cross,",meta,others
"Bhuyaneshwari Nagar,",meta,others
"Opposite Surekha International School,",meta,others
"Magdi Road,",meta,others
Bangalore – 560023,meta,others
Father’s Name,meta,others
Pandu Shetty,meta,others
Mother’s Name,meta,others
Kamala Shetty,meta,others
Nationality,meta,others
Indian.,meta,others
Languages Known,header,knowledge
"English, Hindi, Marathi & Kannada.",meta,knowledge
Passport Details,meta,others
B 3016907,meta,others
Pan Card,meta,others
AZEPS6426K,content,others
Educational Qualification,header,education
T Y B Com – 1999 – Mumbai University,content,education
Career progression,header,experience
Organization,content,experience
Designation,content,experience
Reporting to,content,experience
Tenure,content,experience
PVR Pictures Ltd,content,experience
Assistant Manager,content,experience
HOD/COO/CEO,content,experience
2010 to till,content,experience
(MIS & Distribution),content,experience
Date,content,experience
(India-Distribution Dept.),content,experience
Reliance Big Entertainment,content,experience
Sr.Executives-MIS,content,experience
Regional Manager & COO,content,experience
2009-2010,content,experience
Pvt Ltd-Div Big Pictures,content,experience
(Operations & Accounts),content,experience
(July),content,experience
(Transfered from Adlabs),content,experience
(India-Distribution Dept.),content,experience
Adlabs Films Limited,content,experience
Executives,content,experience
HOD (Distribution),content,experience
2007-08,content,experience
(Operations),content,experience
(India-Distribution Dept.),content,experience
Inox Leisure Ltd,content,experience
Finance Executive,content,experience
Sr.Finance Manager,content,experience
2005-07,content,experience
Blue Foods Pvt Ltd,content,experience
Account Officer,content,experience
Finance Controller,content,experience
2002-05,content,experience
Mahima Marketing Corp.,content,experience
Accountant,content,experience
Directors,content,experience
2001-02,content,experience
Gallant Computers Pvt Ltd,content,experience
Account Assistant,content,experience
General Manager,content,experience
1999-01,content,experience
S.P.Kanekar & Company,content,experience
Accountant,content,experience
Sr. Accountant,content,experience
1998-99,content,experience
( Chartered Accountants ),content,experience
T R Rasam & Company,content,experience
Data Entry Operator,content,experience
Sr. Accountant,content,experience
1997-98,content,experience
( Chartered Accountants ),content,experience
& Auditing,content,experience
Expertise In,content,experience
Accounting software – Tally (Any Version) &,content,experience
Showbizz (Distributions & Exhibitions Software),content,experience
"MS-Excel, MS-Word & Internet.",content,experience
Purchase & sales accounting.,content,experience
Bank reconciliation.,content,experience
"Statutory deduction - Income tax ,Vat Tax &",content,experience
Service tax.,content,experience
Laying accounting & procedures implementing,content,experience
computerized accounting systems.,content,experience
Present job profile,header,experience
Handling MIS at corporate office. This essentially,content,experience
involves closely monitoring the operating,content,experience
performance at different location.,content,experience
Registering the movie in ALL circuits in India,content,experience
Interacting with all Regional Manager from all,content,experience
over India to compile the data for MIS.,content,experience
Highlighting and reporting critical issues.,content,experience
"Facilitating decision making on such issues, trend",content,experience
analysis and projections etc.,content,experience
Scrutinizing ledger for balance confirmation,content,experience
quarterly & yearly basis.,content,experience
Making the contract of the movie with Vendors,content,experience
Collecting data (Daily Collection Report) from all,content,experience
over Cinemas in India for MIS.,content,experience
Interacting with vendors.(Distributors &,content,experience
Exhibitors),content,experience
Following-Up DCR from all cinemas every weekend,content,experience
Following-Up outstanding.,content,experience
Reconciling books of accounts with Vendors.,content,experience
Details of experience till date,content,experience
Exposure to various aspects of accounting &,content,experience
"finance right from debtors & creditors control,",content,experience
"expenses accounting, finalization of accounts,",content,experience
"bank reconciliation, MIS reporting & statutory",content,experience
deduction.,content,experience
Wide range of experience in different industries,content,experience
with different set-up systems.,content,experience
Monitoring all routine accounting activities.,content,experience
"Sales, purchases, expenses, branch",content,experience
"accounting, etc.",content,experience
Deducting TDS and Calculating set-off on Vat,content,experience
Tax & Service Tax wherever applicable.,content,experience
Bank Reconciliation.,content,experience
Assisting in preparing Balance Sheet &,content,experience
Profit & Loss A/c.,content,experience
Scrutinizing general ledger accounts.,content,experience
Statutory deduction.,content,experience
Maintaining filing systems.,content,experience
Strengths,header,knowledge
Quick grasping power and strong analytical,content,knowledge
"capability, leadership qualities, strong",content,knowledge
determination & will power.,content,knowledge
Good inter – personnel relationships.,content,knowledge
Extra-curricular Activities,header,others
"Football, Cricket, Chess & Carom.",meta,others
Reference,meta,others
Monika Khanna (ICWA),meta,others
( R ): 2840 9875,meta,others
( M ): 983305400,meta,others
Tukaram R Rasam ( Chartered Accountants ),meta,others
( O ): 5601 6724,meta,others
( M ): 9820272414,meta,others
CURRICULAM VIATE,header,others
Shiny Priyanka Sarella,meta,others
12-4-57,meta,others
Flat No 402 RV RD Homes,meta,others
Moosapet,meta,others
Hyderabad - 500018,meta,others
Ph No.- 8297877021,meta,others
Email: sarellashiny@gmail.com,meta,others
Career Objective:,header,others
To join your esteemed organization engaged in specialize activities that yield out my learning paradigms and transforms me into a human capital with due course of time and enhances the qualities like creativity & innovation.,content,others
Working Experience,header,experience
Total Experience:,header,experience
Jun’2013 – Till date (3+ years),content,experience
Company:,content,experience
Uber India Pvt. Ltd,content,experience
Designation:,content,experience
Community Operations Specialist,content,experience
Location:,content,experience
Hyderabad,content,experience
Duration:,content,experience
June’2018 – till date,content,experience
Company:,content,experience
Cognizant Technology Solutions,content,experience
Designation:,content,experience
Senior Process Executive,content,experience
Location:,content,experience
Hyderabad,content,experience
Duration:,content,experience
Mar’2017 – May’2018,content,experience
Company:,content,experience
Global Logic (Client – Google),content,experience
Designation:,content,experience
Content Engineer,content,experience
Location:,content,experience
Hyderabad,content,experience
Duration:,content,experience
Jun’2015 – Apr’2016,content,experience
Company:,content,experience
Randstad (Client – Google),content,experience
Designation:,content,experience
Process Analyst,content,experience
Location:,content,experience
Hyderabad,content,experience
Duration:,content,experience
Feb’2014 – Feb’2015,content,experience
Roles and Responsibilities:,header,experience
"· Focuses primarily on fulfilling field and corporate-wide requests for mapping, data and cartographic products through the utilization of GIS software and other resources.",content,experience
"· To create, organize and analyze the data to be displayed on applicable maps and disseminate an accurate map or cartographic product to the field",content,experience
"· To support the management team and the GIS analysts in the Operations Support department in their efforts to increase routing efficiencies, revenue and profit opportunities as well as to report upon historical performance",content,experience
· Performs desktop audits of existing contract work and provides data and mapping support for the Desktop Marketing Program.,content,experience
"· Uses Mapinfo, Google Earth, Microsoft MapPoint and other mapping software to create and print maps for use throughout the Company.",content,experience
"· Creates and maintains data files and maps used for market area development, service area boundaries and market analysis purposes.",content,experience
· Supports routing efforts throughout the Company and the needs of corporate and field users of routing technology and data.,content,experience
· Performs data cleansing and restructuring to manage the linkage of information and data portability,content,experience
· Performs quality control checks of GIS data to ensure data integrity.,content,experience
Achievements:,header,others
· Promoted as a quality check analyst within in 5 months of joining.,content,others
· Recognized for the highest efficiency demonstrated for 3 consecutive cycles.,content,others
· Currently Active Pod Lead for a quality checks team of 25 associates.,content,others
Internship,header,experience
Worked as a Graduate Engineer Trainee for the duration of 6 months at Andhra Pradesh Gas Distribution Corporation,content,experience
Company:,content,experience
Andhra Pradesh Gas Distribution Corporation,content,experience
Designation:,content,experience
Graduate Engineer Trainee,content,experience
Location:,content,experience
Hyderabad,content,experience
Duration:,content,experience
6 Months,content,experience
Roles and Responsibilities:,content,experience
· Apply academic learning to the workplace environment,content,experience
· Participate in project teams to achieve work outcomes.,content,experience
"· Provide reports, analysis and research on relevant issues as directed",content,experience
Academic Qualification,header,education
· 2013,content,education
"B.Tech. (ICE) – G. Narayanamma Institute of Technology & Science, Hyderabad (J.N.T.U)",content,education
· 2009,content,education
"Intermediate – Sri Chaitanya Junior College, Eluru",content,education
· 2007,content,education
"Class X – Sri Krishnaveni High School, Vijayawada",content,education
Technical Qualifications,header,knowledge
· Certified Professional in Project Planning and Management using PRIMAVERA P6,content,knowledge
· Operating System:,content,knowledge
Windows,content,knowledge
· Programming Languages:,content,knowledge
"C, ASP.Net",content,knowledge
· Scripting Languages:,content,knowledge
HTML,content,knowledge
· Others Tools & Packages:,content,knowledge
"MS Office package, Photoshop",content,knowledge
Strengths,header,knowledge
· Client focused and solutions driven,content,knowledge
· Ability to work under stringent timelines,content,knowledge
· Ability to handle multi projects,content,knowledge
· Enhanced verbal communication skills,content,knowledge
· Attention to detail,content,knowledge
Personal Dossier,header,others
· Nationality:,header,others
Indian,meta,others
· Marital Status:,header,others
Married,meta,others
· DOB:,meta,others
"February 13, 1992",meta,others
· Interests:,meta,others
"Music, Travelling.",meta,others
Shiny Priyanka Sarella,meta,others
Munilatha Ramineni,meta,others
Mobile:91-9000659519,meta,others
Email: latha.sap86@gmail.com,meta,others
Professional Summary,header,experience
SAP Basis Consultant having over 4 Years of experience in SAP Basis Consultant and HANA.,content,experience
SAP BASIS Expertise,content,experience
"· Experience on HANA Database installations, and also having experience on pack update.",content,experience
· Experience on Start and stop HANA Database .,content,experience
· Monitoring HANA Database services .,content,experience
· Refreshing activity in HANA Database.,content,experience
· HANA backup and Monitoring using studio,content,experience
· Knowledge on Multitenant databases in HANA,content,knowledge
· Knowledge on SLT Server Installation and established connection between ECC to HANA,content,knowledge
· Knowledge on SDA Installation and Configuration in HANA,content,knowledge
· Experience on EHP upgrades.,content,experience
· Performing System Refresh activities.,content,experience
· Worked on Support Pack upgrade using SPAM.,content,experience
· Performed daily operation activities based on checklist.,content,experience
"· Client administration, client creation and performed client copies.",content,experience
· Performed Kernel Upgrade.,content,experience
"· Experience in configuring Transport Management System (TMS) for the system landscape using STMS, and in Releasing/Importing of transports between DEV, QAS and PRD systems.",content,experience
"· Scheduled Background jobs, monitoring the background jobs.",content,experience
· knowledge on Database Administration activities using BRtools.,content,knowledge
· Worked on maintenance tools MOPZ and generated Stack.xml file.,content,experience
· Configured the Operation modes.,content,experience
· Worked on Spool Administration.,content,experience
· Experience in User Administration: Changing Password and unlocking the user based on tickets.,content,experience
· Experience in profile parameter changes based on requirement,content,experience
· Experience in configtool on JAVA systems,content,experience
· Analyzed ABAP Dumps.,content,experience
"· Downloaded Guides, Notes, License keys, and Software from SAP portal.",content,experience
· 24x7 support and monitoring the production systems.,content,experience
· Experience in interacting and working with people in functional module and provide technical support.,content,experience
Academic Credentials:,header,education
"M.C.A from Sri Venkateshwara University, Tirupati",content,education
Technical Skills:,header,knowledge
ERP,content,knowledge
": SAP R/3 Release ECC 6.0, Net Weaver 7.3",content,knowledge
Operating Systems,content,knowledge
": Windows 2003 & 2008 server, RHEL6&",content,knowledge
SUSE11.,content,knowledge
Databases,content,knowledge
": Oracle 10G, 11G, MS SQL Server 2008 and MS",content,knowledge
SQL Server 2012.,content,knowledge
SAP professional Experience:,header,experience
· Working as a SAP BASIS Consultant for Cheric Information Network Technologies Pvt. Ltd from Aug 2013 to till date.,content,experience
Projects Undertaken,header,experience
Project: 3,header,project
Organization: Cheric Information Network Technologies Pvt Ltd.,content,experience
Client: Alkali metals.,content,experience
Duration: Sep 2016 to till date.,content,experience
Role: SAP BASIS andHANA consultant,content,experience
"OS/Database: SUSE11/HANA1.0 SPS09, SPS10",content,experience
Responsibilities:,header,experience
· HANA DB refresh using studio and SWPM.,content,experience
· Start and stop of HANA services.,content,experience
· HANA studio installation on the client PCs.,content,experience
· HANA Backup scheduling and monitoring.,content,experience
· HANA license management,content,experience
· HANA monitoring using Studio.,content,experience
"· HANA Monitoring such as server processes, alerts, license, db growth, CPU and memory usage.",content,experience
· Knowledge on HANA system copies and upgrades.,content,experience
Project 2,header,project
Organization: Cheric Information Technologies Pvt Ltd.,content,experience
Client: I cube logics.,content,experience
Duration: Jan 2015 to Aug 2016.,content,experience
Role: SAP Basis Consultant,content,experience
OS/Database: RHE Linux 6.5/Oracle11g.,content,experience
Roles & Responsibilities:,header,experience
· Transporting the requests.,content,experience
"· Performing daily checks like system logs, failed jobs, short dumps, work-processes, alerts, failed updates, lock entries, table-spaces, and buffer checks.",content,experience
· Kernel upgrade.,content,experience
"· Applied support packs, notes and languages.",content,experience
· Adjusting operation modes for day and night operation.,content,experience
· Monitoring background jobs.,content,experience
"· Monitoring database parameters like free space in table spaces, database backup logs, archiving directory status",content,experience
· Monitoring Table spaces from SAP using DB02.,content,experience
"· Spool configuration, Trouble shooting.",content,experience
· Monitoring updates in the system,content,experience
· Maintaining the profile parameters.,content,experience
Project 1,header,project
Organization: Cheric Information Technologies Pvt Ltd.,content,experience
Client: I cube logics.,content,experience
Duration: Aug 2013 to Dec2014,content,experience
Role: SAP associate basis consultant.,content,experience
OS/Database: RHE Linux /Oracle11g.,content,experience
Roles & Responsibilities:,header,experience
"· Daily performing checklist activities like monitoring, troubleshooting support and tuning of R/3 system.",content,experience
"· Maintain landscape for Development, Quality assurance and Production systems.",content,experience
"· Monitoring activities like system status, analyzing system logs, system traces, ABAP dumps, SAP System Buffers, Database Buffers and workload analysis.",content,experience
"· Monitoring work process, analyzing and killing long running work process by user approval.",content,experience
· Scheduled standard background jobs periodically.,content,experience
· Time based and event based Scheduling of Background jobs and monitoring them.,content,experience
· Created operation modes and assigning timetable for operation modes and assigned to the instance profile.,content,experience
· Monitoring application servers up and running.,content,experience
· Monitoring database growth.,content,experience
· Database backup and housekeeping jobs monitoring.,content,experience
· Spool administration and issues.,content,experience
· Adding printer to SAP system with access methods.,content,experience
· Monitored update administration.,content,experience
· Involved in start-up issues.,content,experience
· Configured Logon Load Balancing.,content,experience
· Maintaining Profile parameters.,content,experience
· Installation and Configuration of SAP Servers and performed post installation activities.,content,experience
· Starting and Stopping Of SAP System.,content,experience
"· Monitoring the active users of a particular application server, number of users logged on, memory consumption by each user and tune them accordingly.",content,experience
· Installation and resolving the end-user issues regarding SAP GUI.,content,experience
"· Monitor the File System Space, CPU and Memory Utilization at OS Level.",content,experience
"· Created users with details of request sheet, provided specified roles and assigned group, increased access date, reset password, locked and unlock the users.",content,experience
"· Done the post installation steps like import profiles, scheduling sap standard background jobs, sgen, slicense, client administration and TMS configuration etc.",content,experience
CURRICULUM VITAE,header,others
CURRICULUM VITAE,header,others
Name-Akshay Murlidhar Bagde,meta,others
Contact No. : - 7083332250,meta,others
Email Id: - akshaybagde21@gmail.com,meta,others
Career Objective,header,others
"To build the career with sincere dedication towards the esteemed organization and to help organization to achieve its goal with effective decision making, Knowledge and problem solving skill with team members.",content,others
Academic Qualification,header,education
Examinations,content,education
School/college name,content,education
Board/University,content,education
Year of Passing,content,education
%,content,education
B.Com,content,education
Hislop Science College,content,education
RTMNU (Nagpur University),content,education
2016,content,education
52,content,education
HSC,content,education
Mohata Science College,content,education
Maharashtra Board,content,experience
2011,content,education
51,content,education
SSC,content,education
New Apostolic English High School,content,experience
Maharashtra Board,content,education
2009,content,education
69,content,education
Technical Skills,header,knowledge
Operating systems: Windows OS,content,knowledge
Computer software’s: MS-Office and all types of browsers.,content,knowledge
"MS-CIT , Typing (30 w.p.m. English)",content,knowledge
Work Experience,header,experience
Current Organization - Infosys BPM Ltd. Pune.,content,experience
Period : From 27th June 2016 to till now,content,experience
Job Profile: Working As a Senior Accountant in Account receivable (Cash application Team).,content,experience
"· Provided Improvement Idea. (Presented to V.P of finance, Client).",content,experience
· Worked on Project with DMAIC methodology.,content,experience
· Work allocation.,content,experience
"· Weekly Audit of work, reconciliation and their report preparation.",content,experience
· Providing Query resolution and process updates by emails to the Team members.,content,experience
· Handling customer escalation and providing refund to customer through different tracks.,content,experience
Awards,header,others
· Extra miler and Sport award,content,others
· Client Appreciation for Process Improvement Project,content,others
Trainings,header,education
· Milestone 2.0 training,content,education
· T-100 Certified (Domain/Telecom),content,education
· Design Thinking,content,education
Personal Profile,header,others
Name : Akshay Murlidhar Bagde,meta,others
Father’s Name : Murlidhar Abhiman Bagde,meta,others
Sex : Male,meta,others
Marital Status : Single,meta,others
Nationality : Indian,meta,others
Date of Birth : 7th April 1993,meta,others
"Hobbies : Throw Ball (National, State level), Outdoor Sports.",meta,others
"Permanent Address : New Babul kheda, Nagpur Maharashtra Pin-440027",meta,others
"Residential Address: Dange Chowk, Pune Maharashtra, Pin-411033",meta,others
Declaration:,header,others
I hereby declare that the above-mentioned information is correct up to my knowledge and I bear the responsibility for the correctness of the above-mentioned particulars.,meta,others
Date:,header,others
Place:,header,others
Akshay Murlidhar Bagde,meta,others
2,meta,others
"Tumulu Mithun Subudhi H/N:-New 160, Pillyar koil street",meta,others
Email:- t.mithun1991@gmail.com Thiruvanmiyur bus depot,meta,others
"Mobile No :- +91-7735372999,+91-8668024371 Chennai-41",meta,others
OBJECTIVE,header,others
To work in a challenging and dynamic environment and to keep adding value to the organization which I represent to serve myself while concurrently upgrading my skills and knowledge. I would strive hard to consolidate and expand my quest for knowledge.,content,others
ERP TOOLS,header,knowledge
· M3+ Accounting Analysis ( Metriqe Solution ),content,knowledge
· Lawson ( Accenture ),content,knowledge
· Microsoft Office,content,knowledge
Education,header,education
"· Master of Finance and Control (MFC) from College of Advance Computing (CAC), Berhampur, ODISHA,2016.",content,education
"· B.com (Accounting Hons) from Berhampur University, ODISHA,2012",content,education
"· CHSE +2.Science from Sri Bharatpati Mahavidyalaya, Samantapalli, ODISHA,2009.",content,education
"· BSE (10th class) from Sri karunakara Bidhyapetho, Patrapur, ODISHA,2007",content,education
Work Experience,header,experience
1. Worked as a Junior Accountant in Metriqe Solution pvt.ltd from 21th Sept 2016 to 09th March 2018.,content,experience
"General Ledger – Balance sheet Reconciliation, Month end Closing, Accruals & Prepayments(R2R)",content,experience
· Posting income Journal and payroll accrual for the month end.,content,experience
· Analysis of all Revenue and Expenses for the period and quarter end.,content,experience
· Ensures all accounts properly specified/ justified.,content,experience
· Ascertaining all provision for the coming month and Passing adjustment entries as required by the business.,content,experience
· Co-ordinate with AP team whether payment of Invoices has been correctly paid or not. After payment book the invoice to respective GL.,content,experience
· Analyzing P & L GLs for costs and scrutinizing them for missing costs and posting Cost Accruals for that.,content,experience
"· On the process of preparing P&L need to perform for adjustment entry, Reclass entry and correction entry.",content,experience
"· Ensure proper accounting of general ledger transactions and Preparation of Balance Sheet Reconciliation statement monthly, good quarterly with attachment of supporting file and quarterly-submission of BSN.",content,experience
· Posting transfer entries to Balance Sheet under Prepayments head in case of any prepaid expenses and amortizing them monthly to Profit and Loss on a monthly basis and preparing Prepayment Schedule.,content,experience
· Reviewing Balance sheet and Bank reconciliation monthly basis.,content,experience
2. Accenture Solution pvt.ltd (2nd Apl 2018 to till date),content,experience
Working as a (transaction process new associate): -(R2R),content,experience
· Preparing Payroll and submit with comments comparing prior month variance. Preparing payroll accrual JV.,content,experience
· After submitting the payroll start doing with recharge to Employee and Equipment charges JV.,content,experience
· After AP close start run SCOT (Standard cost Analysis) and give comments compering to PM.,content,experience
· Preparing AP Accrual and book JV after close of AP.,content,experience
· Preparing Accrual JV and release JV based on Cost Analysis.,content,experience
"· Preparing Prepaid transaction for employee cost like (school fees, housing fees, medical allowance…etc) with amortizing them monthly wise hitting in P&L.",content,experience
"· After start doing with P&L compare difference from prior month and start doing adjustment entry, absence of cost CM entry need to accrue in CM and related reclass JV.",content,experience
· Preparation of Balance sheet Notes (BSN) to comparing to Trail Balance(TB) and what are the variance is not matching to TB need to check with DSS and offsetting entry with release JV.,content,experience
· For BSN preparation time need to check with new entry of prepaid entries and if its not hitting in BSN need to do manual for missing the entries.,content,experience
Area & Specialization (R2R),content,experience
· Preparing the all monthly/quarter/year end close activities.,content,experience
· Preparing and posting jvs with using of ERP.,content,experience
· Analysis of all Revenue and Expenses for the period and quarter end.,content,experience
· Preparation of aging analysis of Debtors and Creditors and reporting this to business to clear the over aged Debtors/Creditors.,content,experience
· Served as a back-up for other General ledger accountants including generating financial reports.,content,experience
Hobbies,header,others
· Plying cricket and carom.,content,others
· Listening songs.,content,others
Personal details,header,others
Father Name :- T.Dharmaraju Subudhi,meta,others
Date of Birth :- 24th May 1991,meta,others
Marital status :- Single,meta,others
Gender :- Male,meta,others
"Language :- English, Odia, Hindi and Telugu",meta,knowledge
DECLARATION:,meta,others
"I, Mithun Subudhi, hereby declare that the above furnished information are true to the best of my knowledge and if given a chance will add real value to the organization.",meta,others
Date:-,header,others
Place:- (T. Mithun Subudhi),meta,others
Santosh Yadav,meta,others
"B-121, IKV Okhla Phase-1, New Delhi-110020.",meta,others
"Contact: + 91-9910240667, E Mail Id: Yadav.s444@gmail.com",meta,others
FINANCE & ACCOUNTS/ PAYROLL OPERATIONS PROFESSIONAL,header,experience
Seeking challenging assignments across Finance & Accounting in an organization of repute which provides me avenues for professional learning and makes good use of my technical skills and encourages individual growth,content,experience
PAYROLL OPERATIONS PROFESSIONAL,header,experience
"· Proactive and result oriented professional with over 4+ years of experience across Accounting Operations, Reconciliations, Payroll Management and Financial Management; currently spearheading as Process Developer, Corporate Finance with Genpact, Gurgaon.",content,experience
"· Proven Expertise in Payroll Operations, Administration & HR Functions and Finance & Accounting and with planning and organizational skills.",content,experience
"· Excellent time management skills with proven ability to work accurately and quickly prioritize, coordinate and consolidate tasks while simultaneously managing the diverse range of function from multiple sources.",content,experience
"· Motivated and goal driven with strong work ethics, continuously striving for improvement coupled with excellent Administrative aptitude with an eye for detail and the commitment to offer quality work.",content,experience
CAREER GLIMPSE,header,experience
Genpact India (P) Ltd.,content,experience
"Process Developer, Corporate Finance",content,experience
SEP’16 – Till Date,content,experience
· PAYROLL PROCESSING,content,experience
· Managing the wide spectrum of Payroll activities for 2000+ corporate employees on Fox Pro software and ensuring performance as per the Job Description.,content,experience
· Conduct a New hire orientation call on a monthly basis in which different teams are also available and I make sure that all the employee queries and concern are shorted out.,content,experience
"· Accountable for Checking and ensure accurate processing of Performance Awards & Variable Incentive of employees, and Remittances of salary and other payouts through bank transfer etc. Processing and checking of various payroll processes (Salary revision Process, New Hire Process, Conveyance and Medical, House Lease, Car Lease, Give India and various payroll deduction and payout processes)",content,experience
"· Independently taking care of Payroll related quires for different legal entities i.e. Genpact Mobility Services (India), GEII, Endeavor, Dubai and Genpact Onsite Services.",content,experience
· Handling employee related queries for Tax assessment.,content,experience
· Accounting of salary & cash reimbursement transaction through Fox Pro/Oracle Financial module.,content,experience
· Ensuring proper and timely credit of regular Salary Advances as per defined Turnaround Time.,content,experience
· Responsible for Processing the Payroll and generating Bank Advices and Pay Slips every month and sending the Pay Slips and Tax Computation Reports to Employees through E-Mail.,content,experience
· Posting of 4 different legal entity GL entries and making insure that it is being posted within the time line.,content,experience
· Take care for these 4 different LE SOX audit as well.,content,experience
· Checking and Preparation of Form-16’s and making ensure that its calculation is 100% correct and as per Income Tax law.,content,experience
· STATUTORY LIABILITY PAYMENT PROCESSING,header,experience
"· After Payroll Closing, as per the Company Policies and Procedures and as per the Statutory Compliances, depositing all the Statutory Liability payments of the company (like PF, ESI, HLWF, P.TAX, Give India, and TDS) within TAT.",content,experience
· Responsible for doing all the Statutory Liability payments entries on Oracle Financial and uploading them on the Bank Sites for releasing payments troughs Cheque/Bank Transfers.,content,experience
· Responsible for online Submission of TDS Challan as per the Compliance.,content,experience
· Responsible for doing all the accounting related to statutory payment on Oracle Financial.,content,experience
· Following up’s with our Vendors to ensure that payments are being done as per the liabilities booked by the company.,content,experience
· Following up with our vendors to ensure that the payments are getting deposited on timely basis and as per the TAT.,content,experience
· Responsible for making the Control Sheet to ensure that all the payments are getting deposited on time.,content,experience
· Responsible for collecting all the Challans on E-Mail and filling of those Challans.,content,experience
· RECONCILIATIONS,header,experience
· Preparation of Payroll Reconciliations,content,experience
· Live and Non Live Employee’s Reconciliations.,content,experience
· Salary Advances Reconciliations.,content,experience
· Statutory Liability Reconciliations.,content,experience
· Cash & Equivalent Reconciliations.,content,experience
· Cash Advances Reconciliations.,content,experience
· Loans Reconciliations (i.e. Soft; Special; PLD; Housing),content,experience
· Preparation of Bank Reconciliations and FD Reconciliations.,content,experience
· Preparation of Payroll Provision Reconciliations.,content,experience
· Identifying and analyzing Book variances and resolving the open batches for related variances.,content,experience
· Always worked on timely Closure of Accounts & reporting it to the management.,content,experience
· Always supported the auditor’s at the time of audit for having any query regarding the reconciliations.,content,experience
Lions Workforce Solution India P Ltd.,content,experience
"Assistant Manager, Corporate Finance",header,experience
OCT’13 – Apr’16,content,experience
· Handled payroll activities and TDS returns,content,experience
"· Handling of Matters relating to Income Tax, Sales Tax, T.D.S, etc.",content,experience
· Calculation of TDS and Preparing TDS Returns.,content,experience
· Calculation of Service Tax and Preparing Service Tax returns.,content,experience
· Maintaining Books of Accounts in Tally Package.,content,experience
· Independently Handling of Book writing of Various Prop. Concerns and Companies.,content,experience
· Reconciliation of Bank & Parties.,content,experience
· Preparing of Salary.,content,experience
"· Dealing with the Departments such as Sales Tax, Income Tax, and ESI & PF etc.",content,experience
EDUCATION QUALIFICATION,header,education
· Completed M. Com from Delhi University in 2018,content,education
· Completed B.COM from Delhi University (SOL) in 2015,content,education
"· Completed 12th (COMMERCE) from CBSE Board, Delhi In 2011",content,education
"· Completed 10th from CBSE Board, Delhi in 2009",content,education
SOFTWARE PROFICIENCY,header,knowledge
· MS Office & Internet Applications,content,knowledge
"· Tally (5.4, 6.3, 7.2 and 9.0)",content,knowledge
· FOXPRO,content,knowledge
"· Oracle 11i, R12",content,knowledge
· Certificate Course in Industrial Accountant from ICA (P) ltd.,content,knowledge
Date of Birth: 12th Sept 1993,meta,others
Hobby : Travelling,meta,others
Dated ……………..,meta,others
(Santosh Yadav),meta,others
